,VIV_SEL,P1_1,P1_2,P1_3,P1_4,P1_5_1,P1_5_2,P2_1,P2_2,P2_3,cve_est,cve_mun,Cluster
22817,1,3,1,1,1,1,1,3,1,1,11,11,3
22818,2,3,1,1,1,1,1,5,1,1,11,11,3
22819,4,3,1,1,1,1,1,5,1,1,11,11,3
22820,5,3,1,1,1,1,1,4,1,1,11,11,0
22821,1,3,1,1,1,1,1,3,1,1,11,11,3
22822,2,3,1,1,1,1,1,4,1,1,11,11,3
22823,3,3,1,1,1,1,1,5,1,1,11,11,3
22824,4,3,1,1,1,1,1,6,1,1,11,11,3
22825,5,3,1,1,1,1,1,7,2,3,11,11,0
22826,1,2,1,1,1,1,1,4,1,1,11,11,3
22827,2,3,1,1,1,2,1,1,1,1,11,11,3
22828,3,3,1,1,1,1,2,1,1,1,11,11,3
22829,4,3,1,1,1,1,1,3,1,1,11,11,3
22830,1,3,1,1,1,1,1,13,1,1,11,11,2
22831,2,3,1,1,1,1,1,4,1,1,11,11,3
22832,3,3,1,1,1,1,1,3,1,1,11,11,3
22833,4,3,1,1,1,1,1,7,1,1,11,11,3
22834,5,2,1,1,1,2,2,12,1,1,11,11,2
22835,1,2,1,1,1,1,1,1,1,1,11,11,3
22836,2,2,1,1,1,1,2,6,2,2,11,11,3
22837,3,3,1,1,1,1,1,5,1,1,11,11,3
22838,4,3,1,1,1,1,2,2,1,1,11,11,3
22839,5,1,2,1,1,2,2,4,1,1,11,11,0
22840,1,2,1,1,1,1,1,6,1,1,11,11,3
22841,2,3,1,1,1,1,1,4,1,1,11,11,3
22842,3,3,1,1,1,1,1,1,1,1,11,11,3
22843,4,3,1,1,1,1,1,1,1,1,11,11,3
22844,5,3,1,1,1,1,1,4,2,2,11,11,0
22845,1,2,1,1,1,2,2,1,1,1,11,11,3
22846,2,3,1,1,1,1,1,5,1,1,11,11,3
22847,3,2,1,1,1,1,2,2,1,1,11,11,3
22848,4,3,1,1,1,1,1,8,1,1,11,11,3
22849,5,2,1,1,1,1,1,13,1,1,11,11,2
22850,1,3,1,1,1,1,1,1,1,1,11,11,3
22851,2,2,1,1,1,1,1,3,1,1,11,11,3
22852,3,2,1,1,1,1,1,4,1,1,11,11,3
22853,4,3,1,1,1,1,1,2,1,1,11,11,3
22854,5,3,1,1,1,1,1,8,1,1,11,11,0
22855,1,2,1,1,1,2,2,1,1,1,11,11,3
22856,2,2,1,1,1,1,1,6,2,2,11,11,3
22857,3,3,1,1,1,1,1,6,2,2,11,11,3
22858,4,2,1,1,1,1,1,6,1,1,11,11,3
22859,5,2,1,1,1,1,1,7,1,1,11,11,0
22860,3,3,1,1,1,1,1,6,1,1,11,11,3
22861,4,3,1,1,1,1,2,6,1,1,11,11,3
22862,5,2,1,1,1,1,2,7,1,1,11,11,0
22863,1,3,1,1,1,1,1,3,1,1,11,11,3
22864,2,3,1,1,1,1,1,3,1,1,11,11,3
22865,3,3,1,1,1,1,1,5,1,1,11,11,3
22866,5,3,1,1,1,1,1,5,1,1,11,11,0
22867,1,3,1,1,1,1,1,4,1,1,11,11,3
22868,2,2,1,1,1,1,1,9,2,3,11,11,3
22869,3,3,1,1,1,1,1,6,1,1,11,11,3
22870,4,3,1,1,1,1,1,2,1,1,11,11,3
22871,5,3,1,1,1,1,1,3,1,1,11,11,0
22872,1,3,1,1,1,1,1,5,1,1,11,11,3
22873,2,3,1,1,1,1,1,6,1,1,11,11,3
22874,4,3,1,1,1,1,1,5,2,2,11,11,3
22875,1,3,1,1,1,1,1,1,1,1,11,11,3
22876,2,3,1,1,1,1,1,4,1,1,11,11,3
22877,3,3,1,1,1,1,1,5,1,1,11,11,3
22878,4,3,1,1,1,1,1,2,1,1,11,11,3
22879,5,3,1,1,1,1,1,6,1,1,11,11,0
22880,1,3,1,1,1,1,1,4,1,1,11,11,3
22881,2,3,1,1,1,1,1,4,1,1,11,11,3
22882,3,3,1,1,1,1,1,6,1,1,11,11,3
22883,4,3,1,1,1,1,1,4,1,1,11,11,3
22884,5,3,1,1,1,1,1,8,2,2,11,11,0
22885,1,2,1,1,1,1,1,8,1,1,11,11,3
22886,2,2,1,1,1,2,2,4,1,1,11,11,3
22887,3,2,1,1,1,1,1,5,1,1,11,11,3
22888,4,3,1,1,1,1,1,3,1,1,11,11,3
22889,5,2,1,1,1,1,1,5,1,1,11,11,0
22890,1,3,1,1,1,1,1,6,1,1,11,11,3
22891,2,3,1,1,1,1,1,4,1,1,11,11,3
22892,3,3,1,1,1,1,1,5,1,1,11,11,3
22893,4,3,1,1,1,1,2,1,1,1,11,11,3
22894,5,2,1,1,1,1,2,2,2,2,11,11,0
22895,1,3,1,1,1,1,2,1,1,1,11,11,3
22896,2,3,1,1,1,1,1,4,1,1,11,11,3
22897,3,3,1,1,1,1,1,6,1,1,11,11,3
22898,4,3,1,1,1,1,1,2,1,1,11,11,3
22899,5,3,1,1,1,1,1,5,1,1,11,11,0
22900,1,3,1,1,1,1,1,4,1,1,11,11,3
22901,2,3,1,1,1,1,1,3,1,1,11,11,3
22902,3,3,1,1,1,1,1,3,1,1,11,11,3
22903,5,2,1,1,1,1,1,1,1,1,11,11,0
22904,1,3,1,1,1,1,2,1,1,1,11,11,3
22905,2,3,1,1,1,1,1,3,1,1,11,11,3
22906,3,3,1,1,1,1,1,3,1,1,11,11,3
22907,4,3,1,1,1,1,1,5,1,1,11,11,3
22908,1,3,1,1,1,1,1,2,1,1,11,11,3
22909,2,3,1,1,1,1,1,3,1,1,11,11,3
22910,3,2,1,1,1,1,1,4,1,1,11,11,3
22911,4,3,1,1,1,1,1,4,1,1,11,11,3
22912,5,3,1,1,1,1,1,8,1,1,11,11,0
22913,1,3,1,1,1,1,1,9,1,1,11,11,3
22914,2,3,1,1,1,1,1,4,1,1,11,11,3
22915,3,2,5,2,1,2,2,1,1,1,11,11,3
22916,4,2,1,1,1,1,1,6,1,1,11,11,3
22917,5,3,1,1,1,1,1,6,1,1,11,11,0
22918,1,3,1,1,1,1,1,2,1,1,11,11,3
22919,2,3,1,1,1,1,1,4,1,1,11,11,3
22920,3,3,1,1,1,1,1,5,1,1,11,11,3
22921,4,3,1,1,1,1,1,5,1,1,11,11,3
22922,5,3,1,1,1,1,1,4,1,1,11,11,0
22923,2,3,1,1,1,1,1,1,1,1,11,11,3
22924,4,3,1,1,1,1,1,3,1,1,11,11,3
22925,5,3,1,1,1,1,1,4,1,1,11,11,0
22926,1,2,1,1,1,1,2,3,1,1,11,11,3
22927,2,3,1,1,1,2,2,2,1,1,11,11,3
22928,3,2,1,1,1,1,1,8,1,1,11,11,3
22929,4,3,1,1,1,1,1,7,1,1,11,11,3
22930,5,2,1,1,1,1,1,4,1,1,11,11,0
22931,1,3,1,1,1,1,2,2,1,1,11,11,3
22932,2,3,1,1,1,1,1,12,1,1,11,11,2
22933,3,3,1,1,1,1,1,4,1,1,11,11,3
22934,4,2,1,1,1,1,2,7,1,1,11,11,3
22935,5,3,1,1,1,1,1,6,1,1,11,11,0
22936,2,3,1,1,1,1,1,3,1,1,11,11,3
22937,3,3,1,1,1,1,1,5,1,1,11,11,3
22938,4,2,2,1,1,1,1,6,1,1,11,11,3
22939,5,3,1,1,1,1,1,3,1,1,11,11,0
22940,1,3,1,1,1,1,1,2,1,1,11,11,3
22941,2,2,1,1,1,1,1,5,1,1,11,11,3
22942,3,3,1,1,1,1,1,7,1,1,11,11,3
22943,4,3,1,1,1,1,1,5,1,1,11,11,3
22944,5,3,1,1,1,1,1,6,1,1,11,11,0
22945,1,3,1,1,1,1,1,3,1,1,11,11,3
22946,2,3,1,1,1,1,1,5,1,1,11,11,3
22947,3,3,1,1,1,1,1,1,1,1,11,11,3
22948,4,3,1,1,1,1,1,5,1,1,11,11,3
22949,5,3,1,1,1,1,1,5,1,1,11,11,0
22950,1,3,1,1,1,1,1,4,1,1,11,11,3
22951,2,3,1,1,1,1,1,3,1,1,11,11,3
22952,3,3,1,1,1,1,1,4,1,1,11,11,3
22953,4,2,1,1,1,1,1,3,1,1,11,11,3
22954,5,3,1,1,1,1,1,2,1,1,11,11,0
22955,1,3,1,1,1,1,1,6,1,1,11,11,3
22956,2,3,1,1,1,1,1,2,1,1,11,11,3
22957,3,3,1,1,1,1,1,3,1,1,11,11,3
22958,4,3,1,1,1,1,2,2,1,1,11,11,3
22959,5,3,1,1,1,1,1,4,1,1,11,11,0
22960,3,3,1,1,1,1,1,5,1,1,11,11,3
22961,4,3,1,1,1,1,1,5,1,1,11,11,3
22962,5,3,1,1,1,1,1,3,1,1,11,11,0
22963,1,3,1,1,1,1,2,2,1,1,11,11,3
22964,2,3,1,1,1,1,1,3,1,1,11,11,3
22965,3,3,1,1,1,1,1,5,1,1,11,11,3
22966,4,3,1,1,1,1,1,4,1,1,11,11,3
22967,5,3,5,2,1,2,2,5,1,1,11,11,0
22968,1,3,1,1,1,1,1,3,1,1,11,11,3
22969,2,3,1,1,1,1,1,8,1,1,11,11,3
22970,3,1,1,1,1,1,1,2,1,1,11,11,3
22971,4,3,1,1,1,1,1,7,2,3,11,11,3
22972,5,2,1,1,1,1,1,7,1,1,11,11,0
22973,1,3,1,1,1,1,1,5,1,1,11,11,3
22974,2,3,1,1,1,1,1,4,1,1,11,11,3
22975,3,3,1,1,1,1,1,4,1,1,11,11,3
22976,1,3,1,1,1,1,1,2,1,1,11,11,3
22977,2,3,1,1,1,1,1,1,1,1,11,11,3
22978,3,3,1,1,1,1,1,3,1,1,11,11,3
22979,1,2,1,1,1,2,1,4,1,1,11,11,3
22980,2,3,1,1,1,1,1,5,1,1,11,11,3
22981,3,3,1,1,1,1,1,3,1,1,11,11,3
22982,4,2,1,1,1,1,1,6,1,1,11,11,3
22983,1,3,1,1,1,1,1,6,1,1,11,11,3
22984,2,2,1,1,1,1,2,6,1,1,11,11,3
22985,3,2,1,1,1,1,1,7,1,1,11,11,3
22986,4,2,1,1,1,1,1,1,1,1,11,11,3
22987,5,2,1,1,1,1,1,1,1,1,11,11,0
22988,1,3,1,1,1,1,1,6,1,1,11,11,3
22989,3,3,1,1,1,1,1,3,1,1,11,11,3
22990,5,3,1,1,1,1,1,6,2,2,11,11,0
22991,1,3,1,1,1,1,1,2,1,1,11,11,3
22992,2,3,1,1,1,1,1,3,1,1,11,11,3
22993,3,3,1,1,1,2,1,4,1,1,11,11,3
22994,4,3,1,1,1,1,1,2,1,1,11,11,3
22995,5,3,1,1,1,1,1,4,1,1,11,11,0
22996,1,3,1,1,1,1,1,3,1,1,11,11,3
22997,4,3,1,1,1,1,1,4,1,1,11,11,3
22998,5,3,1,1,1,1,1,1,1,1,11,11,0
22999,1,3,1,1,1,1,1,7,1,1,11,11,3
23000,2,3,1,1,1,1,1,2,1,1,11,11,3
23001,3,3,1,1,1,1,1,4,1,1,11,11,3
23002,4,3,1,1,1,1,1,4,1,1,11,11,3
23003,5,3,1,1,1,1,1,6,1,1,11,11,0
23004,1,3,1,1,1,1,1,5,1,1,11,11,3
23005,2,3,1,1,1,1,1,3,1,1,11,11,3
23006,3,3,1,1,1,1,1,4,1,1,11,11,3
23007,5,3,1,1,1,1,1,1,1,1,11,11,0
23008,1,3,1,1,1,1,1,2,1,1,11,11,3
23009,3,3,1,1,1,1,1,2,1,1,11,11,3
23010,4,3,1,1,1,1,1,1,1,1,11,11,3
23011,5,3,1,1,1,1,1,2,1,1,11,11,0
23012,1,3,1,1,1,1,1,4,1,1,11,11,3
23013,3,3,1,1,1,1,2,5,1,1,11,11,3
23014,4,3,1,1,1,1,1,4,1,1,11,11,3
23015,5,3,1,1,1,1,1,3,1,1,11,11,0
23016,1,2,1,1,1,1,1,3,1,1,11,11,3
23017,2,2,1,1,1,1,2,3,1,1,11,11,3
23018,3,3,1,1,1,1,1,2,1,1,11,11,3
23019,4,2,1,1,1,1,1,3,1,1,11,11,3
23020,5,2,5,1,1,1,1,9,1,1,11,11,0
23021,1,3,1,1,1,1,1,3,1,1,11,11,3
23022,2,2,1,1,1,1,1,4,1,1,11,11,3
23023,3,3,1,1,1,1,1,9,1,1,11,11,3
23024,4,3,1,1,1,1,1,2,1,1,11,11,3
23025,5,2,1,1,1,1,1,5,1,1,11,11,0
23026,1,3,2,1,1,2,1,5,1,1,11,11,3
23027,2,2,2,1,1,1,2,6,1,1,11,11,3
23028,3,2,4,1,1,2,1,7,1,1,11,11,3
23029,4,3,1,1,1,1,2,4,1,1,11,11,3
23030,1,3,1,1,1,2,1,4,1,1,11,11,3
23031,2,2,1,1,1,1,1,8,2,2,11,11,3
23032,3,3,1,1,1,1,2,3,1,1,11,11,3
23033,4,3,1,1,1,1,1,4,1,1,11,11,3
23034,1,3,1,1,1,2,1,3,1,1,11,11,3
23035,3,3,1,1,1,1,1,1,1,1,11,11,3
23036,4,2,1,1,1,1,1,9,1,1,11,11,3
23037,5,2,1,1,1,1,1,5,1,1,11,11,0
23038,1,2,1,1,1,1,1,4,1,1,11,11,3
23039,2,2,4,5,1,1,2,1,1,1,11,11,3
23040,4,2,5,5,1,2,2,5,1,1,11,11,0
23041,5,1,1,1,1,2,1,3,1,1,11,11,0
23042,1,2,1,1,1,1,1,8,1,1,11,11,3
23043,2,2,1,1,1,2,2,3,1,1,11,11,3
23044,5,3,1,1,1,1,1,5,1,1,11,11,0
23045,1,2,2,1,1,1,1,4,1,1,11,11,3
23046,2,2,1,1,1,1,1,7,1,1,11,11,3
23047,3,1,1,1,1,1,1,2,1,1,11,11,3
23048,4,2,5,2,1,1,1,3,1,1,11,11,3
23049,5,1,1,2,1,1,2,3,1,1,11,11,0
23050,1,3,1,1,1,1,1,6,1,1,11,11,3
23051,2,2,1,1,1,1,1,3,1,1,11,11,3
23052,3,2,1,1,1,1,1,3,1,1,11,11,3
23053,4,1,5,2,1,2,2,3,1,1,11,11,3
23054,5,3,1,1,1,1,1,4,1,1,11,11,0
23055,1,2,1,1,1,2,1,1,1,1,11,11,3
23056,2,3,1,1,1,1,1,4,1,1,11,11,3
23057,3,2,1,1,1,1,2,3,1,1,11,11,3
23058,4,3,1,1,1,1,1,3,1,1,11,11,3
23059,5,2,1,1,1,1,1,4,1,1,11,11,0
23060,1,3,1,1,1,1,1,5,1,1,11,11,3
23061,2,3,1,1,1,1,1,4,1,1,11,11,3
23062,3,3,1,1,1,1,1,5,1,1,11,11,3
23063,4,2,1,1,1,1,1,5,1,1,11,11,3
23064,2,3,1,1,1,1,1,11,1,1,11,11,2
23065,3,3,1,1,1,1,1,4,1,1,11,11,3
23066,5,3,1,1,1,2,1,2,1,1,11,11,0
23067,1,3,1,1,1,1,2,2,1,1,11,11,3
23068,2,3,1,1,1,1,1,3,1,1,11,11,3
23069,3,3,1,1,1,1,1,4,1,1,11,11,3
23070,4,3,1,1,1,1,1,2,1,1,11,11,3
23071,1,3,1,1,1,1,1,4,1,1,11,11,3
23072,2,3,1,1,1,1,1,1,1,1,11,11,3
23073,3,3,1,1,1,1,1,5,1,1,11,11,3
23074,4,3,1,1,1,1,1,5,1,1,11,11,3
23075,5,3,1,1,1,1,1,5,1,1,11,11,0
23076,2,3,1,1,1,1,1,6,1,1,11,11,3
23077,3,3,1,1,1,1,1,5,1,1,11,11,3
23078,4,3,1,1,1,1,1,2,1,1,11,11,3
23079,5,3,1,1,1,1,1,4,1,1,11,11,0
23080,1,3,1,1,1,1,2,5,1,1,11,11,3
23081,2,3,1,1,1,1,1,2,1,1,11,11,3
23082,3,3,1,1,1,1,1,3,1,1,11,11,3
23083,4,3,1,1,1,1,1,4,1,1,11,11,3
23084,1,3,1,1,1,1,1,5,1,1,11,11,3
23085,3,3,1,1,1,1,1,2,1,1,11,11,3
23086,4,3,1,1,1,1,1,2,1,1,11,11,3
23087,2,3,1,1,1,1,1,5,1,1,11,11,3
23088,3,2,1,1,1,1,1,2,1,1,11,11,3
23089,4,3,1,1,1,1,1,3,1,1,11,11,3
23090,5,3,1,1,1,1,1,5,1,1,11,11,0
23091,2,3,1,1,1,1,1,4,1,1,11,11,3
23092,3,2,1,1,1,1,2,2,1,1,11,11,3
23093,4,3,1,1,1,1,2,2,1,1,11,11,3
23094,5,3,1,1,1,1,1,3,1,1,11,11,0
23095,1,3,1,1,1,1,1,4,1,1,11,11,3
23096,2,3,1,1,1,1,1,5,1,1,11,11,3
23097,3,2,1,1,1,1,1,5,1,1,11,11,3
23098,5,2,1,1,1,1,2,4,1,1,11,11,0
23099,1,3,1,1,1,1,1,7,1,1,11,11,3
23100,2,2,1,1,1,1,1,10,2,2,11,11,3
23101,3,3,1,1,1,1,1,7,1,1,11,11,3
23102,4,2,1,1,1,1,1,3,1,1,11,11,3
23103,5,2,1,1,1,1,2,1,1,1,11,11,0
23104,2,3,1,1,1,1,2,5,1,1,11,11,3
23105,3,2,1,1,1,1,1,11,2,3,11,11,2
23106,5,2,1,1,1,1,1,2,1,1,11,11,0
23107,1,2,1,1,1,1,1,5,1,1,11,11,3
23108,2,2,1,1,1,1,1,2,1,1,11,11,3
23109,3,2,1,1,1,1,2,4,1,1,11,11,3
23110,4,2,1,1,1,1,1,2,1,1,11,11,3
23111,5,2,1,1,1,1,1,7,1,1,11,11,0
23112,1,3,1,1,1,1,1,5,1,1,11,11,3
23113,2,2,1,1,1,2,2,4,1,1,11,11,3
23114,3,2,4,1,2,2,2,4,1,1,11,11,3
23115,5,3,1,1,1,1,1,7,1,1,11,11,0
23116,6,2,1,1,1,1,1,6,1,1,11,11,0
23117,8,3,1,1,1,1,1,4,1,1,11,11,0
23118,10,3,1,1,1,1,1,5,1,1,11,11,0
23119,11,2,1,1,1,1,1,5,1,1,11,11,0
23120,13,2,1,1,1,2,2,3,1,1,11,11,0
23121,14,3,1,1,1,1,1,5,1,1,11,11,0
23122,15,3,1,1,1,1,1,6,1,1,11,11,1
23123,16,3,1,1,1,1,1,3,1,1,11,11,1
23124,17,2,1,1,1,1,1,1,1,1,11,11,1
23125,18,3,1,1,1,1,1,3,1,1,11,11,1
23126,1,2,1,1,1,1,1,2,1,1,11,11,3
23127,4,2,1,1,1,1,1,2,1,1,11,11,3
23128,5,2,1,1,1,1,1,4,1,1,11,11,0
23129,7,3,1,1,1,1,1,2,1,1,11,11,0
23130,8,3,1,1,1,1,1,3,1,1,11,11,0
23131,9,3,1,1,1,1,1,8,1,1,11,11,0
23132,11,3,1,1,1,1,1,3,1,1,11,11,0
23133,13,3,1,1,1,1,1,3,1,1,11,11,0
23134,14,3,1,1,1,1,1,4,1,1,11,11,0
23135,15,3,1,1,1,1,1,3,1,1,11,11,0
23136,18,3,1,1,1,1,1,4,1,1,11,11,1
23137,19,3,2,1,1,1,1,2,1,1,11,11,1
23138,20,2,1,1,1,1,1,1,1,1,11,11,1
23139,1,2,1,1,1,1,1,4,1,1,11,11,3
23140,2,2,1,1,1,1,1,6,1,1,11,11,3
23141,3,2,1,1,1,1,1,8,2,2,11,11,3
23142,4,2,1,1,1,1,1,6,1,1,11,11,3
23143,5,2,1,1,1,1,1,5,1,1,11,11,0
23144,6,3,1,1,1,1,1,3,1,1,11,11,0
23145,7,3,1,1,1,1,1,9,2,2,11,11,0
23146,9,2,1,1,1,1,1,6,1,1,11,11,0
23147,10,3,1,1,1,1,1,3,1,1,11,11,0
23148,4,2,1,1,1,1,2,2,1,1,11,11,3
23149,5,3,1,1,1,2,2,4,1,1,11,11,0
23150,1,3,1,1,1,1,1,4,1,1,11,11,3
23151,2,3,1,1,1,1,1,4,1,1,11,11,3
23152,3,2,1,1,1,1,1,2,1,1,11,11,3
23153,4,3,1,1,1,2,2,2,1,1,11,11,3
23154,5,2,1,1,1,2,2,8,1,1,11,11,0
23155,1,3,1,1,1,1,1,4,1,1,11,11,3
23156,2,3,1,1,1,1,1,4,1,1,11,11,3
23157,4,3,1,1,1,1,1,3,1,1,11,11,3
23158,5,3,1,1,1,1,1,6,1,1,11,11,0
23159,1,3,1,1,1,1,1,2,1,1,11,11,3
23160,2,3,1,1,1,1,1,3,1,1,11,11,3
23161,3,3,1,1,1,1,1,9,1,1,11,11,3
23162,5,3,1,1,1,1,1,3,1,1,11,11,0
23163,1,3,1,1,1,1,1,5,1,1,11,11,3
23164,2,2,1,1,1,1,1,4,1,1,11,11,3
23165,3,3,1,1,1,1,1,5,1,1,11,11,3
23166,4,3,1,1,1,1,1,5,1,1,11,11,3
23167,5,3,1,1,1,1,1,3,1,1,11,11,0
23168,1,3,1,1,1,1,1,5,1,1,11,11,3
23169,2,3,1,1,1,1,2,1,1,1,11,11,3
23170,3,3,1,1,1,1,1,7,1,1,11,11,3
23171,4,3,1,1,1,1,1,7,2,2,11,11,3
23172,5,3,1,1,1,1,1,3,1,1,11,11,0
23173,1,3,1,1,1,1,1,4,1,1,11,11,3
23174,2,3,1,1,1,1,1,4,1,1,11,11,3
23175,4,3,1,1,1,1,1,4,1,1,11,11,3
23176,5,3,1,1,1,1,1,5,1,1,11,11,0
23177,1,3,1,1,1,1,1,3,1,1,11,11,3
23178,2,3,1,1,1,1,1,5,1,1,11,11,3
23179,3,3,1,1,1,1,1,1,1,1,11,11,3
23180,4,3,1,1,1,1,1,3,1,1,11,11,3
23181,5,3,1,1,1,1,1,5,1,1,11,11,0
23182,1,3,1,1,1,1,1,3,1,1,11,11,3
23183,2,3,1,1,1,1,1,6,1,1,11,11,3
23184,3,3,1,1,1,1,1,1,1,1,11,11,3
23185,4,3,1,1,1,1,1,4,1,1,11,11,3
23186,5,3,1,1,1,1,1,5,1,1,11,11,0
23187,4,2,5,2,1,1,1,6,1,1,11,11,0
23188,5,2,5,2,1,1,1,5,1,1,11,11,0
23189,1,3,1,1,1,1,1,2,1,1,11,11,3
23190,3,3,1,1,1,1,1,5,1,1,11,11,3
23191,4,3,1,1,1,1,1,4,1,1,11,11,3
23192,5,3,1,1,1,1,1,6,1,1,11,11,0
23193,1,3,1,1,1,1,2,5,1,1,11,11,3
23194,2,2,1,1,1,1,1,5,1,1,11,11,3
23195,3,3,1,1,1,1,1,2,1,1,11,11,3
23196,1,3,1,1,1,1,1,6,1,1,11,11,3
23197,2,2,1,1,1,2,1,2,1,1,11,11,3
23198,3,2,1,1,1,1,1,5,1,1,11,11,3
23199,4,2,1,1,1,1,1,4,1,1,11,11,3
23200,5,2,1,1,1,1,1,6,1,1,11,11,0
23201,1,2,1,1,1,1,1,1,1,1,11,11,3
23202,2,2,1,1,1,1,1,3,1,1,11,11,3
23203,3,2,1,1,1,2,1,5,1,1,11,11,3
23204,4,3,1,1,1,1,2,4,1,1,11,11,3
23205,5,2,1,1,1,1,1,4,1,1,11,11,0
23206,1,3,1,1,1,1,1,4,1,1,11,11,3
23207,2,2,1,1,1,1,1,5,1,1,11,11,3
23208,3,2,1,1,1,1,2,4,1,1,11,11,3
23209,4,2,1,1,1,1,1,6,1,1,11,11,3
23210,5,3,1,1,1,1,1,4,1,1,11,11,0
23211,2,2,1,1,1,1,1,6,1,1,11,11,3
23212,3,3,1,1,1,1,1,4,1,1,11,11,3
23213,4,3,1,1,1,1,1,4,1,1,11,11,3
23214,5,3,1,1,1,1,1,6,1,1,11,11,0
23215,1,2,1,1,1,1,1,2,1,1,11,11,3
23216,2,2,1,1,1,1,1,2,1,1,11,11,3
23217,3,2,1,1,1,2,2,3,1,1,11,11,3
23218,4,3,1,1,1,1,2,3,1,1,11,11,3
23219,5,2,1,1,1,1,1,2,1,1,11,11,0
23220,1,3,1,1,1,1,1,5,1,1,11,11,3
23221,2,2,1,1,1,1,1,3,1,1,11,11,3
23222,3,3,1,1,1,1,1,3,1,1,11,11,3
23223,4,3,1,1,1,1,1,4,1,1,11,11,3
23224,11,2,1,1,1,1,1,2,1,1,11,11,0
23225,12,2,1,1,1,1,2,1,1,1,11,11,0
23226,13,2,1,1,1,1,1,9,1,1,11,11,0
23227,14,2,1,1,1,1,2,1,1,1,11,11,0
23228,15,2,1,1,1,2,2,2,1,1,11,11,0
23229,17,2,1,1,1,1,1,4,1,1,11,11,1
23230,18,2,1,1,1,1,1,4,1,1,11,11,1
23231,19,2,1,1,1,1,1,4,1,1,11,11,1
23232,20,2,1,1,1,2,2,2,1,1,11,11,1
23233,1,2,1,1,1,1,2,5,1,1,11,11,3
23234,2,2,1,1,1,1,2,9,2,2,11,11,3
23235,3,3,1,1,1,1,1,3,1,1,11,11,3
23236,5,3,1,1,1,1,1,2,1,1,11,11,0
23237,6,3,1,1,1,1,1,5,1,1,11,11,0
23238,7,2,1,1,1,1,1,10,1,1,11,11,0
23239,8,2,1,1,1,1,1,9,1,1,11,11,0
23240,9,3,1,1,1,1,1,4,1,1,11,11,0
23241,10,3,1,1,1,1,1,4,1,1,11,11,0
23242,11,2,1,1,1,1,1,5,1,1,11,11,0
23243,12,2,2,1,1,1,2,2,1,1,11,11,0
23244,13,2,1,1,1,1,1,3,1,1,11,11,0
23245,14,3,1,1,1,1,1,4,1,1,11,11,0
23246,15,3,1,1,1,1,1,4,1,1,11,11,0
23247,16,2,1,1,1,1,1,5,1,1,11,11,1
23248,17,3,1,1,1,1,1,5,1,1,11,11,1
23249,18,2,1,1,1,1,1,5,1,1,11,11,1
23250,19,3,1,1,1,1,1,4,1,1,11,11,1
23251,20,3,1,1,1,1,1,10,1,1,11,11,1
23252,1,3,1,1,1,1,1,4,1,1,11,11,3
23253,2,3,1,1,1,1,1,5,1,1,11,11,3
23254,3,2,1,1,1,1,1,3,1,1,11,11,3
23255,4,2,2,1,1,1,1,6,1,1,11,11,3
23256,5,2,1,1,1,2,1,5,1,1,11,11,0
23257,6,2,1,1,1,1,1,3,1,1,11,11,0
23258,8,2,1,1,1,1,1,3,1,1,11,11,0
23259,10,2,1,1,1,1,2,7,1,1,11,11,0
23260,11,2,1,1,1,1,1,5,1,1,11,11,0
23261,12,3,1,1,1,1,1,5,1,1,11,11,0
23262,13,3,1,1,1,1,1,4,1,1,11,11,0
23263,1,3,1,1,1,1,1,6,1,1,11,11,3
23264,3,3,1,1,1,1,1,1,1,1,11,11,3
23265,5,3,1,1,1,1,1,4,1,1,11,11,0
23266,1,2,1,1,1,1,1,7,2,2,11,11,3
23267,2,3,1,1,1,1,1,9,2,2,11,11,3
23268,3,2,1,1,1,1,1,3,1,1,11,11,3
23269,4,3,1,1,1,1,1,4,1,1,11,11,3
23270,5,3,1,1,1,1,1,2,1,1,11,11,0
23271,3,2,1,1,1,1,1,4,1,1,11,11,3
23272,4,2,2,1,1,2,1,2,1,1,11,11,3
23273,5,2,5,2,1,1,2,7,1,1,11,11,0
23274,1,2,1,1,1,1,1,6,1,1,11,11,3
23275,2,2,2,1,1,1,1,4,1,1,11,11,3
23276,3,2,1,1,1,1,1,9,1,1,11,11,3
23277,5,2,1,1,1,1,1,6,1,1,11,11,0
23278,1,2,2,1,1,1,1,4,1,1,11,11,3
23279,2,2,1,1,1,1,1,4,1,1,11,11,3
23280,3,3,2,1,1,1,1,6,1,1,11,11,3
23281,4,2,2,1,1,1,1,7,2,2,11,11,3
23282,5,3,2,1,1,1,1,7,1,1,11,11,0
23283,1,2,4,5,1,1,1,4,1,1,11,11,3
23284,3,2,2,1,1,1,1,5,1,1,11,11,3
23285,4,2,4,1,1,2,2,4,1,1,11,11,3
23286,5,2,1,1,1,1,1,7,2,2,11,11,0
23287,1,2,2,1,1,1,1,3,1,1,11,11,3
23288,2,2,2,1,1,1,1,4,1,1,11,11,3
23289,3,2,2,1,1,1,1,5,2,2,11,11,3
23290,4,2,2,1,1,2,2,3,1,1,11,11,3
23291,5,2,2,1,1,2,2,8,1,1,11,11,0
23292,1,2,1,1,1,1,2,5,1,1,11,11,3
23293,2,3,1,1,1,1,1,4,1,1,11,11,3
23294,3,2,1,1,1,1,1,6,1,1,11,11,3
23295,4,3,1,1,1,1,1,2,1,1,11,11,3
23296,5,2,1,1,1,1,1,8,1,1,11,11,0
