,VIV_SEL,P1_1,P1_2,P1_3,P1_4,P1_5_1,P1_5_2,P2_1,P2_2,P2_3,cve_est,cve_mun,Cluster
39473,3,3,1,1,1,1,1,3,1,1,18,18,3
39474,4,3,1,1,1,1,1,4,1,1,18,18,3
39475,1,2,2,1,1,1,1,2,1,1,18,18,3
39476,2,3,1,1,1,1,1,3,1,1,18,18,3
39477,3,2,1,1,1,1,1,3,1,1,18,18,3
39478,4,2,1,1,1,1,2,5,1,1,18,18,3
39479,5,3,1,1,1,1,2,1,1,1,18,18,3
39480,1,2,1,1,1,1,2,4,1,1,18,18,3
39481,2,2,2,1,1,1,1,1,1,1,18,18,3
39482,3,2,1,1,1,1,1,7,1,1,18,18,3
39483,5,2,1,1,1,1,2,3,1,1,18,18,3
39484,1,3,1,1,1,1,1,3,1,1,18,18,3
39485,2,3,1,1,1,1,1,1,1,1,18,18,3
39486,3,3,1,1,1,1,1,3,1,1,18,18,3
39487,4,3,1,1,1,1,1,4,1,1,18,18,3
39488,5,3,1,1,1,1,1,5,1,1,18,18,3
39489,1,2,1,1,1,1,1,4,1,1,18,18,3
39490,2,2,1,1,1,1,1,4,1,1,18,18,3
39491,3,3,1,1,1,2,2,1,1,1,18,18,3
39492,4,3,1,1,1,1,1,4,1,1,18,18,3
39493,5,3,1,1,1,1,1,3,1,1,18,18,3
39494,1,2,1,1,1,1,1,5,1,1,18,18,3
39495,2,2,1,1,1,1,2,3,1,1,18,18,3
39496,3,3,1,1,1,1,1,4,1,1,18,18,3
39497,4,3,1,1,1,1,2,7,1,1,18,18,3
39498,1,3,1,1,1,1,1,4,1,1,18,18,3
39499,3,3,1,1,1,1,1,2,1,1,18,18,3
39500,4,3,1,1,1,1,1,5,1,1,18,18,3
39501,9,2,2,2,1,1,2,4,1,1,18,18,0
39502,10,3,1,1,1,1,1,4,1,1,18,18,0
39503,11,2,1,1,1,1,2,6,1,1,18,18,0
39504,12,3,1,1,1,1,1,2,1,1,18,18,0
39505,13,3,1,1,1,1,1,5,1,1,18,18,0
39506,14,2,2,1,1,1,2,5,1,1,18,18,0
39507,15,3,1,1,1,1,1,4,1,1,18,18,0
39508,16,3,1,1,1,1,1,2,1,1,18,18,0
39509,17,3,1,1,1,1,1,5,1,1,18,18,0
39510,18,3,1,2,1,1,1,9,1,1,18,18,0
39511,19,2,2,1,1,1,1,3,1,1,18,18,0
39512,20,2,2,2,1,1,1,6,1,1,18,18,0
39513,1,3,1,2,1,1,1,4,1,1,18,18,3
39514,2,3,1,2,1,1,2,5,1,1,18,18,3
39515,4,2,1,2,1,1,1,3,1,1,18,18,3
39516,5,2,1,2,1,1,2,5,1,1,18,18,3
39517,7,2,1,2,1,1,1,6,1,1,18,18,3
39518,8,3,1,1,1,1,1,3,1,1,18,18,0
39519,9,3,1,1,1,1,1,5,1,1,18,18,0
39520,10,2,1,1,1,1,1,4,1,1,18,18,0
39521,11,2,2,1,1,1,1,5,1,1,18,18,0
39522,12,3,1,1,1,1,1,4,1,1,18,18,0
39523,13,2,2,2,1,2,2,2,1,1,18,18,0
39524,14,2,1,1,1,1,1,2,1,1,18,18,0
39525,15,2,2,2,1,1,1,4,1,1,18,18,0
39526,16,3,2,2,1,1,1,4,1,1,18,18,0
39527,18,3,1,1,1,1,1,3,1,1,18,18,0
39528,19,3,1,2,1,1,1,4,1,1,18,18,0
39529,1,3,1,2,1,1,1,5,1,1,18,18,3
39530,2,3,1,2,1,1,1,4,1,1,18,18,3
39531,3,3,1,2,1,1,1,2,1,1,18,18,3
39532,4,2,2,2,1,1,1,3,1,1,18,18,3
39533,5,2,2,2,1,1,1,2,1,1,18,18,3
39534,6,2,1,1,1,1,1,5,1,1,18,18,3
39535,7,2,1,2,1,1,1,6,1,1,18,18,3
39536,8,3,1,2,1,1,1,1,1,1,18,18,0
39537,9,3,6,2,1,1,1,2,1,1,18,18,0
39538,10,2,4,2,1,1,2,1,1,1,18,18,0
39539,11,3,1,2,1,1,1,4,1,1,18,18,0
39540,12,2,1,2,1,1,1,5,1,1,18,18,0
39541,13,2,1,2,1,1,1,3,1,1,18,18,0
39542,14,2,1,1,1,1,1,1,1,1,18,18,0
39543,16,2,1,2,1,1,2,4,1,1,18,18,0
39544,20,3,2,1,1,1,1,3,1,1,18,18,0
39545,1,2,1,2,1,2,1,6,1,1,18,18,3
39546,3,2,1,2,1,1,1,6,1,1,18,18,3
39547,4,2,2,2,1,1,2,1,1,1,18,18,3
39548,6,2,2,2,1,2,2,5,1,1,18,18,3
39549,7,3,2,2,1,2,2,3,1,1,18,18,3
39550,9,3,2,5,1,1,1,3,1,1,18,18,0
39551,10,2,6,5,1,2,1,3,1,1,18,18,0
39552,11,3,1,1,1,2,2,2,1,1,18,18,0
39553,13,3,1,3,1,1,2,2,1,1,18,18,0
39554,14,2,1,3,1,1,1,2,1,1,18,18,0
39555,18,3,1,4,1,1,1,1,1,1,18,18,0
39556,19,2,2,1,1,1,2,3,1,1,18,18,0
39557,20,3,1,3,1,1,1,3,1,1,18,18,0
39558,1,2,1,1,1,1,2,2,1,1,18,18,3
39559,2,3,1,1,1,1,1,4,1,1,18,18,3
39560,3,2,1,1,1,1,1,3,1,1,18,18,3
39561,4,3,2,1,1,1,1,2,1,1,18,18,3
39562,5,1,2,1,1,1,1,3,1,1,18,18,3
39563,7,1,4,5,2,2,2,1,1,1,18,18,3
39564,8,2,1,2,1,1,1,4,1,1,18,18,0
39565,9,2,1,2,1,1,1,5,1,1,18,18,0
39566,10,2,1,2,1,1,2,5,1,1,18,18,0
39567,11,2,1,2,1,1,1,4,1,1,18,18,0
39568,12,2,2,2,1,1,2,4,1,1,18,18,0
39569,13,2,1,2,1,1,1,2,1,1,18,18,0
39570,14,2,1,2,1,1,1,5,1,1,18,18,0
39571,16,2,1,2,1,2,2,3,1,1,18,18,0
39572,17,3,1,1,1,1,2,5,1,1,18,18,0
39573,18,2,1,1,1,1,1,4,1,1,18,18,0
39574,19,3,1,1,1,1,2,8,1,1,18,18,0
39575,1,2,3,5,2,2,2,6,1,1,18,18,3
39576,5,1,2,2,2,2,2,5,1,1,18,18,3
39577,6,2,6,3,2,2,2,3,1,1,18,18,3
39578,7,1,3,5,2,2,2,4,1,1,18,18,3
39579,1,2,2,1,1,1,1,2,1,1,18,18,3
39580,2,2,2,2,1,1,1,5,1,1,18,18,3
39581,3,2,1,1,1,1,1,4,1,1,18,18,3
39582,4,2,2,1,1,1,1,1,1,1,18,18,3
39583,5,3,1,1,1,1,1,2,1,1,18,18,3
39584,6,2,2,2,1,1,1,1,1,1,18,18,3
39585,10,3,2,2,1,1,1,2,1,1,18,18,0
39586,11,2,2,1,1,1,1,2,1,1,18,18,0
39587,13,2,4,2,1,1,2,1,1,1,18,18,0
39588,14,2,2,2,1,1,1,1,1,1,18,18,0
39589,15,2,3,1,1,1,2,4,1,1,18,18,0
39590,16,2,3,2,1,2,2,6,1,1,18,18,0
39591,17,2,2,2,1,1,1,4,1,1,18,18,0
39592,18,2,2,2,1,2,2,1,1,1,18,18,0
39593,19,2,1,2,1,1,1,5,1,1,18,18,0
39594,20,2,6,2,1,1,1,5,1,1,18,18,0
39595,1,2,1,1,1,1,1,4,1,1,18,18,3
39596,2,3,1,1,1,1,1,3,1,1,18,18,3
39597,3,2,4,2,1,1,2,2,1,1,18,18,3
39598,4,2,1,1,1,1,1,3,1,1,18,18,3
39599,6,3,1,1,1,1,1,3,1,1,18,18,3
39600,7,3,1,1,1,1,1,3,1,1,18,18,3
39601,8,3,1,1,1,1,1,1,1,1,18,18,0
39602,10,3,1,1,1,1,1,4,1,1,18,18,0
39603,11,2,1,2,1,1,1,3,1,1,18,18,0
39604,12,3,1,1,1,1,1,2,1,1,18,18,0
39605,13,3,1,1,1,1,1,4,1,1,18,18,0
39606,14,3,1,1,1,1,1,4,1,1,18,18,0
39607,16,3,1,1,1,1,1,1,1,1,18,18,0
39608,17,2,2,2,1,1,1,4,1,1,18,18,0
39609,18,2,2,2,1,1,2,1,1,1,18,18,0
39610,19,3,1,2,1,1,1,4,1,1,18,18,0
39611,20,3,2,1,1,1,1,5,1,1,18,18,0
39612,3,3,4,5,1,1,2,3,1,1,18,18,3
39613,4,2,1,1,1,1,1,5,1,1,18,18,3
39614,5,3,1,1,1,2,2,1,1,1,18,18,3
39615,6,3,1,1,1,1,1,8,1,1,18,18,3
39616,7,2,2,2,1,1,1,4,1,1,18,18,3
39617,9,3,1,1,1,1,2,3,1,1,18,18,0
39618,17,2,1,2,1,1,1,4,1,1,18,18,0
39619,18,2,1,2,1,1,1,3,1,1,18,18,0
39620,19,2,2,2,1,1,1,5,1,1,18,18,0
39621,1,2,1,2,1,2,2,5,2,2,18,18,3
39622,2,3,1,1,1,1,2,4,1,1,18,18,3
39623,3,2,1,4,1,1,2,3,1,1,18,18,3
39624,4,2,1,1,1,1,1,5,1,1,18,18,3
39625,5,3,1,5,1,1,2,5,1,1,18,18,3
39626,6,3,6,1,1,2,2,5,1,1,18,18,3
39627,7,2,6,2,1,2,2,4,1,1,18,18,3
39628,8,2,6,2,1,1,2,6,1,1,18,18,0
39629,9,2,2,2,1,2,2,2,1,1,18,18,0
39630,10,2,2,1,1,1,2,6,1,1,18,18,0
39631,11,2,2,2,1,2,2,6,2,2,18,18,0
39632,13,1,6,5,1,2,2,3,1,1,18,18,0
39633,14,2,6,1,1,1,2,4,1,1,18,18,0
39634,15,2,2,1,1,1,2,5,1,1,18,18,0
39635,16,2,1,1,1,1,2,3,1,1,18,18,0
39636,17,2,1,1,1,1,2,4,1,1,18,18,0
39637,18,2,1,1,1,1,2,2,1,1,18,18,0
39638,19,2,2,2,1,2,2,3,1,1,18,18,0
39639,20,1,2,2,1,2,2,7,1,1,18,18,0
39640,1,2,2,2,1,1,1,2,1,1,18,18,3
39641,2,3,2,2,1,1,1,1,1,1,18,18,3
39642,3,2,2,2,1,2,1,3,1,1,18,18,3
39643,4,2,1,2,1,1,1,1,1,1,18,18,3
39644,5,2,2,2,1,1,2,2,1,1,18,18,3
39645,7,2,2,2,1,1,1,2,1,1,18,18,3
39646,8,2,2,2,1,1,2,2,1,1,18,18,0
39647,9,2,2,1,1,2,2,5,1,1,18,18,0
39648,10,2,6,1,1,2,2,4,1,1,18,18,0
39649,11,2,2,1,1,1,2,3,1,1,18,18,0
39650,12,2,2,2,1,1,2,4,1,1,18,18,0
39651,13,2,2,2,1,1,1,6,1,1,18,18,0
39652,14,2,2,1,1,1,1,3,1,1,18,18,0
39653,15,2,1,1,1,1,1,3,1,1,18,18,0
39654,16,3,2,2,1,1,1,3,1,1,18,18,0
39655,17,2,2,1,1,1,1,5,1,1,18,18,0
39656,18,2,2,1,1,1,1,5,1,1,18,18,0
39657,19,2,6,2,1,1,2,5,1,1,18,18,0
39658,20,2,2,1,1,1,1,4,1,1,18,18,0
39659,1,3,1,1,1,1,1,4,1,1,18,18,3
39660,3,2,1,1,1,1,1,2,1,1,18,18,3
39661,12,2,2,5,1,1,1,5,1,1,18,18,0
39662,13,3,3,2,1,1,1,5,1,1,18,18,0
39663,14,2,2,2,1,1,2,5,1,1,18,18,0
39664,15,2,2,2,1,1,2,6,1,1,18,18,0
39665,16,2,2,2,1,1,1,6,1,1,18,18,0
39666,17,3,2,1,1,1,1,4,1,1,18,18,0
39667,18,3,2,2,1,1,1,4,2,2,18,18,0
39668,19,2,2,2,1,1,2,3,1,1,18,18,0
39669,1,2,2,2,1,1,1,2,1,1,18,18,3
39670,2,2,1,2,1,1,1,6,1,1,18,18,3
39671,3,3,2,2,1,1,1,1,1,1,18,18,3
39672,4,2,2,2,1,1,1,2,1,1,18,18,3
39673,5,3,2,2,1,1,2,5,1,1,18,18,3
39674,6,3,1,2,1,1,1,2,1,1,18,18,3
39675,7,2,2,2,1,1,1,6,1,1,18,18,3
39676,8,2,2,2,1,1,2,4,1,1,18,18,0
39677,9,3,2,2,1,1,2,1,1,1,18,18,0
39678,11,3,1,2,1,1,2,1,1,1,18,18,0
39679,12,2,2,2,1,1,1,2,1,1,18,18,0
39680,13,2,1,2,1,1,1,4,1,1,18,18,0
39681,14,2,2,2,1,1,1,2,1,1,18,18,0
39682,15,2,2,2,1,1,1,5,1,1,18,18,0
39683,16,2,2,2,1,1,1,2,1,1,18,18,0
39684,17,2,2,2,1,1,1,4,1,1,18,18,0
39685,18,2,2,2,1,1,1,3,1,1,18,18,0
39686,19,2,2,2,1,2,2,2,1,1,18,18,0
39687,1,1,2,2,2,2,2,1,1,1,18,18,3
39688,3,2,2,2,1,1,1,4,1,1,18,18,3
39689,4,2,2,2,1,2,2,5,1,1,18,18,3
39690,5,2,2,2,1,1,2,3,1,1,18,18,3
39691,6,2,1,2,1,1,2,1,1,1,18,18,3
39692,7,2,2,2,1,1,1,3,1,1,18,18,3
39693,8,2,2,2,1,1,1,3,1,1,18,18,0
39694,9,3,2,2,1,1,1,4,1,1,18,18,0
39695,11,2,1,2,1,1,1,5,1,1,18,18,0
39696,13,2,2,2,1,1,1,5,1,1,18,18,0
39697,14,3,2,2,1,1,1,4,1,1,18,18,0
39698,15,3,2,2,1,1,1,4,1,1,18,18,0
39699,16,2,2,2,1,1,1,4,1,1,18,18,0
39700,17,2,6,5,1,2,2,4,1,1,18,18,0
39701,19,2,2,2,1,1,1,2,1,1,18,18,0
39702,10,1,2,2,1,2,1,5,1,1,18,18,0
39703,11,3,2,2,1,1,1,4,1,1,18,18,0
39704,12,2,2,2,1,1,2,3,1,1,18,18,0
39705,15,2,1,1,1,1,1,4,1,1,18,18,0
39706,16,1,2,1,1,1,2,4,1,1,18,18,0
39707,17,2,2,2,1,1,1,4,1,1,18,18,0
39708,18,2,1,2,1,1,1,3,1,1,18,18,0
39709,19,2,2,1,1,1,1,4,1,1,18,18,0
39710,20,2,1,2,1,1,1,3,1,1,18,18,0
39711,1,3,1,2,1,1,1,2,1,1,18,18,3
39712,2,2,2,2,1,1,1,3,1,1,18,18,3
39713,3,3,2,2,1,1,2,3,1,1,18,18,3
39714,4,2,4,2,1,1,2,3,1,1,18,18,3
39715,5,2,1,1,1,1,1,5,1,1,18,18,3
39716,7,3,1,2,1,1,1,2,1,1,18,18,3
39717,8,3,1,1,1,1,1,2,1,1,18,18,0
39718,9,2,2,1,1,1,1,5,1,1,18,18,0
39719,10,3,1,2,1,1,1,3,1,1,18,18,0
39720,12,2,1,1,1,1,1,3,1,1,18,18,0
39721,13,1,2,2,1,2,2,1,1,1,18,18,0
39722,14,2,1,1,1,1,2,1,1,1,18,18,0
39723,15,2,2,2,1,1,1,3,1,1,18,18,0
39724,16,2,6,2,1,1,2,3,1,1,18,18,0
39725,17,2,2,1,1,1,1,2,1,1,18,18,0
39726,18,3,2,1,1,1,1,6,1,1,18,18,0
39727,19,2,1,1,1,1,2,5,1,1,18,18,0
39728,20,2,2,2,1,1,1,4,1,1,18,18,0
39729,1,3,1,1,1,1,2,1,1,1,18,18,3
39730,3,3,1,1,1,1,1,2,1,1,18,18,3
39731,4,3,1,1,1,1,1,4,1,1,18,18,3
39732,5,2,1,1,1,1,2,6,1,1,18,18,3
39733,6,3,1,1,1,1,1,6,1,1,18,18,3
39734,7,3,1,1,1,1,2,6,1,1,18,18,3
39735,8,2,1,1,1,1,2,3,1,1,18,18,0
39736,10,2,1,1,1,1,1,5,1,1,18,18,0
39737,11,3,1,1,1,1,1,4,1,1,18,18,0
39738,15,3,1,1,1,1,1,4,1,1,18,18,0
39739,5,3,1,1,1,1,1,4,1,1,18,18,3
39740,6,2,1,1,1,1,1,1,1,1,18,18,3
39741,7,2,1,1,1,1,1,6,1,1,18,18,3
39742,8,3,1,1,1,1,1,4,1,1,18,18,0
39743,9,3,1,1,1,1,1,5,1,1,18,18,0
39744,10,3,1,1,1,1,1,4,1,1,18,18,0
39745,11,3,1,1,1,1,1,3,1,1,18,18,0
39746,12,2,2,1,1,1,1,3,1,1,18,18,0
39747,13,3,1,1,1,1,1,5,1,1,18,18,0
39748,14,2,1,1,1,1,1,7,1,1,18,18,0
39749,16,3,1,1,1,1,1,1,1,1,18,18,0
39750,18,3,1,1,1,1,1,4,1,1,18,18,0
39751,19,1,1,1,1,1,2,1,1,1,18,18,0
39752,20,3,1,1,1,1,1,3,1,1,18,18,0
39753,1,3,2,1,1,1,2,2,1,1,18,18,3
39754,2,2,2,1,1,1,2,4,1,1,18,18,3
39755,3,2,2,1,1,1,1,4,1,1,18,18,3
39756,4,2,2,2,1,2,1,4,1,1,18,18,3
39757,5,2,1,1,1,1,1,4,1,1,18,18,3
39758,6,3,1,1,1,1,2,2,1,1,18,18,3
39759,7,3,1,1,1,2,2,1,1,1,18,18,3
39760,8,3,1,1,1,1,1,2,1,1,18,18,0
39761,9,3,1,1,1,1,1,5,1,1,18,18,0
39762,10,3,1,1,1,1,2,4,1,1,18,18,0
39763,11,3,1,1,1,1,1,5,1,1,18,18,0
39764,12,3,1,1,1,1,1,1,1,1,18,18,0
39765,13,3,1,1,1,1,1,6,1,1,18,18,0
39766,14,3,1,1,1,1,1,5,1,1,18,18,0
39767,15,2,1,1,1,1,1,5,1,1,18,18,0
39768,16,2,2,1,1,1,1,5,1,1,18,18,0
39769,17,3,1,1,1,1,1,2,1,1,18,18,0
39770,19,3,1,1,1,1,1,5,1,1,18,18,0
39771,20,2,1,1,1,2,2,2,1,1,18,18,0
39772,1,3,1,1,1,1,1,2,1,1,18,18,3
39773,3,2,1,5,1,1,1,5,1,1,18,18,3
39774,4,3,1,1,1,1,1,2,1,1,18,18,3
39775,5,2,1,1,1,1,2,4,1,1,18,18,3
39776,6,3,1,1,1,1,1,4,1,1,18,18,3
39777,7,3,1,1,1,1,1,2,1,1,18,18,3
39778,8,2,1,1,1,1,1,4,1,1,18,18,0
39779,9,2,1,1,1,1,2,4,1,1,18,18,0
39780,3,2,1,1,1,1,2,4,1,1,17,17,3
39781,5,2,1,1,1,1,1,3,1,1,17,17,3
39782,6,2,2,1,1,1,1,4,1,1,17,17,3
39783,8,2,2,1,1,2,2,2,1,1,17,17,0
39784,9,3,1,1,1,1,1,4,1,1,17,17,0
39785,10,2,1,1,1,1,2,7,1,1,17,17,0
39786,11,2,1,1,1,1,1,4,1,1,17,17,0
39787,13,3,1,2,1,1,1,4,1,1,17,17,0
39788,14,2,2,2,1,1,2,1,1,1,17,17,0
39789,15,2,1,1,1,1,1,3,1,1,17,17,0
39790,17,2,2,1,1,1,2,3,1,1,17,17,0
39791,18,2,2,1,1,1,1,6,1,1,17,17,0
39792,19,2,2,1,1,1,1,7,2,2,17,17,0
39793,20,2,1,1,1,1,2,4,1,1,17,17,0
39794,1,2,4,5,1,1,1,5,1,1,17,17,3
39795,2,2,2,1,1,1,1,2,1,1,17,17,3
39796,3,2,1,1,1,1,2,2,1,1,17,17,3
39797,4,3,1,1,1,1,1,4,1,1,17,17,3
39798,5,2,6,1,1,1,2,4,1,1,17,17,3
39799,6,3,1,1,1,1,1,5,1,1,17,17,3
39800,7,2,6,1,1,1,1,2,1,1,17,17,3
39801,8,2,1,1,1,1,1,2,1,1,17,17,0
39802,9,2,2,1,1,1,1,2,1,1,17,17,0
39803,10,3,1,1,1,1,1,3,1,1,17,17,0
39804,11,2,1,1,1,1,2,3,1,1,17,17,0
39805,12,3,1,1,1,1,1,5,1,1,17,17,0
39806,13,2,1,1,1,1,1,4,1,1,17,17,0
39807,14,2,1,1,1,1,2,4,1,1,17,17,0
39808,15,3,2,2,1,1,1,5,1,1,17,17,0
39809,17,2,1,1,1,1,1,2,1,1,17,17,0
39810,18,2,6,1,1,1,2,2,1,1,17,17,0
39811,19,3,1,1,1,1,2,6,1,1,17,17,0
39812,20,2,1,1,1,1,1,4,1,1,17,17,0
39813,1,2,6,1,1,1,1,2,1,1,17,17,3
39814,2,2,1,1,1,1,1,4,1,1,17,17,3
39815,4,2,6,1,1,1,1,7,1,1,17,17,3
39816,5,2,1,1,1,1,2,1,1,1,17,17,3
39817,10,2,2,1,1,1,2,3,1,1,17,17,0
39818,11,2,2,1,1,1,2,7,1,1,17,17,0
39819,12,2,1,1,1,1,1,5,1,1,17,17,0
39820,13,3,1,1,1,1,1,4,1,1,17,17,0
39821,14,2,1,1,1,2,1,6,1,1,17,17,0
39822,15,3,1,2,1,1,1,4,1,1,17,17,0
39823,16,2,2,1,1,1,1,4,1,1,17,17,0
39824,17,3,1,2,1,1,1,5,1,1,17,17,0
39825,18,3,1,1,1,1,1,3,1,1,17,17,0
39826,19,2,1,1,1,1,1,5,1,1,17,17,0
39827,20,2,1,1,1,1,1,6,1,1,17,17,0
39828,1,1,6,2,1,2,2,7,1,1,17,17,3
39829,2,2,2,2,1,1,1,4,1,1,17,17,3
39830,3,2,6,2,2,2,2,3,1,1,17,17,3
39831,4,2,6,2,1,2,2,3,1,1,17,17,3
39832,6,2,6,2,1,1,2,1,1,1,17,17,3
39833,7,1,6,2,1,1,2,2,1,1,17,17,0
39834,8,2,5,2,1,2,2,2,1,1,17,17,0
39835,9,1,5,2,1,1,2,3,1,1,17,17,0
39836,10,1,5,2,1,2,2,3,1,1,17,17,0
39837,11,3,5,2,1,1,2,2,1,1,17,17,0
39838,12,2,6,2,1,2,2,1,1,1,17,17,0
39839,13,2,5,2,1,1,2,1,1,1,17,17,0
39840,15,3,5,2,1,2,1,1,1,1,17,17,0
39841,16,2,2,2,1,1,1,4,1,1,17,17,0
39842,17,2,2,1,1,1,2,3,1,1,17,17,0
39843,18,2,6,2,1,1,1,3,1,1,17,17,0
39844,19,2,1,2,1,1,1,2,1,1,17,17,0
39845,1,3,1,2,1,1,2,6,1,1,17,17,3
39846,2,2,1,2,1,1,1,4,1,1,17,17,3
39847,3,3,1,1,1,1,1,4,1,1,17,17,3
39848,6,2,2,1,1,1,1,4,1,1,17,17,3
39849,7,2,2,1,1,1,2,3,1,1,17,17,3
39850,8,3,1,1,1,1,1,5,1,1,17,17,0
39851,9,2,1,2,1,1,1,3,1,1,17,17,0
39852,10,2,2,1,1,1,2,7,2,2,17,17,0
39853,11,2,2,1,1,1,2,6,1,1,17,17,0
39854,12,2,2,1,1,2,1,5,1,1,17,17,0
39855,13,2,2,2,1,2,1,3,1,1,17,17,0
39856,14,2,2,2,1,1,1,7,1,1,17,17,0
39857,15,2,2,1,1,1,2,3,1,1,17,17,0
39858,2,3,2,1,1,2,2,2,1,1,18,18,3
39859,3,2,4,1,1,1,2,1,1,1,18,18,3
39860,4,3,1,1,1,1,1,3,1,1,18,18,3
39861,5,3,1,1,1,1,1,4,1,1,18,18,3
39862,3,3,1,1,1,1,1,5,1,1,18,18,3
39863,4,2,1,1,1,1,1,5,1,1,18,18,3
39864,5,3,1,1,1,1,1,7,1,1,18,18,3
39865,1,3,1,1,1,1,2,1,1,1,18,18,3
39866,2,2,2,1,1,1,1,1,1,1,18,18,3
39867,3,3,1,1,1,1,1,3,1,1,18,18,3
39868,4,3,1,1,1,1,1,3,1,1,18,18,3
39869,5,3,1,1,1,1,2,3,2,2,18,18,3
39870,1,3,1,1,1,1,1,4,1,1,18,18,3
39871,2,2,1,1,1,1,1,2,1,1,18,18,3
39872,3,3,1,1,1,1,2,4,1,1,18,18,3
39873,4,3,1,1,1,1,1,3,1,1,18,18,3
39874,5,3,1,1,1,1,1,2,1,1,18,18,3
39875,1,2,1,1,1,1,1,6,1,1,18,18,3
39876,2,3,1,1,1,1,1,3,1,1,18,18,3
39877,3,3,1,1,1,1,1,4,1,1,18,18,3
39878,5,3,1,1,1,1,1,6,1,1,18,18,3
39879,1,2,1,1,1,1,1,6,1,1,18,18,3
39880,2,2,1,1,1,1,1,7,1,1,18,18,3
39881,3,2,1,1,1,1,1,3,1,1,18,18,3
39882,4,3,1,1,1,1,1,3,1,1,18,18,3
39883,5,2,1,1,1,1,1,5,1,1,18,18,3
39884,1,3,1,1,1,2,2,1,1,1,18,18,3
39885,2,3,1,1,1,1,1,4,1,1,18,18,3
39886,3,3,1,1,1,1,1,4,1,1,18,18,3
39887,5,3,1,1,1,1,1,2,1,1,18,18,3
39888,1,3,1,1,1,1,1,2,1,1,18,18,3
39889,2,3,1,5,1,1,1,2,1,1,18,18,3
39890,3,3,1,1,1,1,1,1,1,1,18,18,3
39891,4,2,1,1,1,1,1,5,1,1,18,18,3
39892,5,1,2,2,1,1,2,4,1,1,18,18,3
39893,1,3,1,1,1,1,1,2,1,1,18,18,3
39894,2,2,1,1,1,1,2,2,1,1,18,18,3
39895,3,3,1,1,1,1,1,3,1,1,18,18,3
39896,5,3,1,1,1,1,1,1,1,1,18,18,3
39897,1,3,1,1,1,1,1,6,1,1,18,18,3
39898,2,3,1,1,1,1,1,4,1,1,18,18,3
39899,3,3,1,1,1,1,1,6,1,1,18,18,3
39900,5,3,1,1,1,1,1,2,1,1,18,18,3
39901,2,3,1,1,1,1,2,2,1,1,18,18,3
39902,3,3,1,1,1,1,1,4,1,1,18,18,3
39903,4,3,1,1,1,1,1,5,1,1,18,18,3
39904,5,3,1,1,1,1,1,2,1,1,18,18,3
39905,1,3,1,1,1,1,1,6,1,1,18,18,3
39906,2,3,1,1,1,1,1,5,1,1,18,18,3
39907,3,3,1,1,1,1,1,4,1,1,18,18,3
39908,5,3,1,1,1,1,1,5,1,1,18,18,3
39909,1,3,1,1,1,1,1,2,1,1,18,18,3
39910,2,3,1,1,1,1,1,4,1,1,18,18,3
39911,3,3,1,1,1,1,1,5,1,1,18,18,3
39912,4,3,1,1,1,1,1,1,1,1,18,18,3
39913,5,3,1,1,1,1,1,3,1,1,18,18,3
39914,1,3,1,1,1,1,1,3,1,1,18,18,3
39915,2,3,1,1,1,1,1,4,1,1,18,18,3
39916,4,3,1,1,1,1,1,5,1,1,18,18,3
39917,5,3,2,1,1,1,1,3,1,1,18,18,3
39918,1,2,1,1,1,1,1,3,1,1,18,18,3
39919,2,2,1,1,1,1,1,7,1,1,18,18,3
39920,3,2,2,1,1,1,1,9,2,2,18,18,3
39921,4,3,1,1,1,2,2,1,1,1,18,18,3
39922,5,3,1,1,1,1,1,3,1,1,18,18,3
39923,1,3,1,1,1,1,1,2,1,1,18,18,3
39924,2,3,1,1,1,1,1,5,1,1,18,18,3
39925,3,2,1,1,1,1,2,3,1,1,18,18,3
39926,4,3,1,1,1,1,2,6,1,1,18,18,3
39927,1,2,1,1,1,1,1,6,1,1,18,18,3
39928,2,3,1,1,1,1,1,2,1,1,18,18,3
39929,3,2,1,1,1,1,1,2,1,1,18,18,3
39930,4,3,1,1,1,1,1,4,1,1,18,18,3
39931,5,2,1,1,1,1,1,6,1,1,18,18,3
39932,1,3,1,1,1,1,1,4,1,1,18,18,3
39933,3,2,1,1,1,1,1,4,1,1,18,18,3
39934,4,3,1,1,1,1,1,6,1,1,18,18,3
39935,5,3,1,1,1,1,1,4,1,1,18,18,3
39936,1,2,1,1,1,1,1,3,1,1,18,18,3
39937,2,2,2,1,1,2,2,5,1,1,18,18,3
39938,3,3,1,1,1,1,1,2,1,1,18,18,3
39939,4,2,1,1,1,1,2,4,1,1,18,18,3
39940,1,3,1,1,1,1,1,2,1,1,18,18,3
39941,2,3,1,1,1,1,1,7,1,1,18,18,3
39942,3,3,1,1,1,1,2,3,1,1,18,18,3
39943,6,2,2,1,1,2,1,2,1,1,17,17,3
39944,7,3,1,1,1,1,1,5,1,1,17,17,3
39945,8,2,2,1,1,2,2,3,1,1,17,17,0
39946,9,3,1,1,1,1,1,3,1,1,17,17,0
39947,10,3,1,1,1,1,1,5,1,1,17,17,0
39948,11,2,6,1,1,1,2,6,1,1,17,17,0
39949,12,2,2,1,1,2,1,4,1,1,17,17,0
39950,13,2,2,1,1,2,2,1,1,1,17,17,0
39951,14,2,2,1,1,1,2,1,1,1,17,17,0
39952,15,2,6,1,1,1,1,5,1,1,17,17,0
